Designator,Mid X,Mid Y,Rotation,Layer
D403,125.435,60.535,0.0,top
D404,125.435,59.035,180.0,top
D801,105.5,-55.2125,90.0,top
D1101,113.5,-55.2125,90.0,top
D1201,51.262287,-7.140175,180.0,top
D1301,107.75,51.826684,270.0,top
J101,160.75,-28.475,90.0,top
J102,163.292922,20.972992,90.0,top
J103,152.9325,-9.2,270.0,top
J104,123.59,18.51,180.0,top
J105,162.4,8.6,90.0,top
J106,162.375,51.15,90.0,top
J107,151.494936,75.9,0.0,top
J108,147.905063,75.9,0.0,top
J109,151.494936,82.86,180.0,top
J110,147.905063,82.86,180.0,top
J111,160.022513,79.457576,90.0,top
J112,162.4,31.7,90.0,top
J301,150.562049,42.880431,180.0,top
J302,90.163794,-1.758396,90.0,top
J401,131.435,64.035,270.0,top
J402,131.25,42.7735,270.0,top
J403,134.985,52.1325,180.0,top
J404,122.26,56.01,0.0,top
J405,127.2725,48.961,90.0,top
J406,135.9,35.8485,0.0,top
J407,125.05,39.05,180.0,top
J501,77.2484,87.6732,270.0,top
J502,114.135746,88.221002,270.0,top
J601,94.8,39.3635,0.0,top
J901,112.740339,-1.355496,270.0,top
J1001,89.6044,82.8222,180.0,top
L301,118.500339,1.794504,90.0,top
L801,108.375,-43.1,180.0,top
L1101,107.4,-20.2,0.0,top
L1201,50.599787,-26.890175,180.0,top
L1301,105.3,50.651684,0.0,top
Q101,156.75,-34.25,0.0,top
Q1201,44.131787,-3.876175,90.0,top
R101,147.05,-16.35,180.0,top
R102,148.055,-4.075,90.0,top
R103,159.0,-39.1,0.0,top
R109,153.080974,70.662436,0.0,top
R110,152.594936,88.460153,90.0,top
R111,153.440077,42.541299,0.0,top
R112,153.440077,45.916299,0.0,top
R113,132.167674,25.761046,90.0,top
R201,121.586406,12.842003,270.0,top
R202,122.453906,13.174503,0.0,top
R203,112.4,51.55,0.0,top
R303,123.681886,9.453534,0.0,top
R401,132.685,54.4025,270.0,top
R402,124.635,56.285,270.0,top
R403,128.635,51.035,180.0,top
R404,132.785,52.785,270.0,top
R405,124.485,53.985,270.0,top
R406,133.6375,32.7735,90.0,top
R407,133.6375,36.3735,270.0,top
R408,131.3,37.5,180.0,top
R409,118.975,33.9985,90.0,top
R410,118.975,35.9485,90.0,top
R411,126.85,34.15,180.0,top
R412,126.85,35.0,180.0,top
R413,126.3,36.2,270.0,top
R414,125.15,32.3,180.0,top
R501,84.025326,96.569457,0.0,top
R502,83.941005,94.023616,180.0,top
R601,97.7,35.7885,180.0,top
R701,124.45,-7.75,270.0,top
R702,123.6,-7.75,270.0,top
R705,127.1675,-2.890496,0.0,top
R706,124.6,-9.85,180.0,top
R708,123.8,-1.5,90.0,top
R709,124.65,-1.5,270.0,top
R710,122.1,-3.75,180.0,top
R711,122.1,-4.6,180.0,top
R801,122.7152,-47.3972,180.0,top
R802,122.7,-48.25,0.0,top
R803,123.7884,-46.6352,0.0,top
R804,124.1948,-45.4732,90.0,top
R805,124.1948,-40.4948,90.0,top
R806,124.9568,-42.0632,90.0,top
R807,123.1,-38.3548,0.0,top
R808,124.5,-47.45,180.0,top
R809,126.7,-46.25,90.0,top
R810,124.1694,-43.2506,90.0,top
R811,104.0,-54.025,270.0,top
R1001,83.75,86.5825,270.0,top
R1002,83.15,86.0,270.0,top
R1004,84.3219,81.0972,0.0,top
R1005,84.3219,81.6972,180.0,top
R1006,85.6219,81.6972,0.0,top
R1007,91.1,87.8825,270.0,top
R1008,90.5,87.8825,90.0,top
R1009,90.5,80.2603,90.0,top
R1010,91.1,80.2603,270.0,top
R1012,94.4556,77.5,270.0,top
R1015,122.145293,94.528861,0.0,top
R1101,110.1,-23.7,270.0,top
R1102,110.1,-25.1,270.0,top
R1103,112.1,-54.025,270.0,top
R1201,55.477287,1.947625,180.0,top
R1202,50.216387,2.328625,270.0,top
R1203,51.479987,1.947625,180.0,top
R1204,58.674587,0.087025,90.0,top
R1205,56.590787,-7.501175,180.0,top
R1206,53.160537,3.441318,270.0,top
R1207,56.902987,1.947625,180.0,top
R1208,54.122219,3.445792,90.0,top
R1301,102.95,54.751684,90.0,top
R1302,107.65,54.951684,90.0,top
R1303,109.35,53.501684,270.0,top
R1504,98.0,101.7428,0.0,top
R1505,98.4,96.3428,0.0,top
R1601,151.052432,29.97123,0.0,top
R1602,151.052432,31.47123,0.0,top
R1603,152.427432,32.996077,90.0,top
R1604,154.4,34.9,270.0,top
T101,135.072423,83.427577,270.0,top
T701,136.55,-6.025,270.0,top
TH101,98.9081,79.9828,180.0,top
TP101,144.0,-32.0,0.0,top
TP102,144.0,-27.0,0.0,top
TP103,155.3,73.5,0.0,top
TP104,155.3,85.4,0.0,top
TP401,118.85,38.6735,180.0,top
TP402,121.75,38.6735,180.0,top
TP501,96.1906,73.3756,0.0,top
TP502,86.0956,88.4709,0.0,top
TP505,104.5,101.45,0.0,top
TP601,91.5,36.8,90.0,top
TP801,105.6,-31.85,0.0,top
TP802,108.95,-31.9,0.0,top
TP1001,97.6906,77.9828,270.0,top
TP1002,92.6906,73.3756,270.0,top
TP1003,89.0,89.8428,0.0,top
TP1004,88.9,78.1428,0.0,top
TP1101,112.602469,-20.49755,0.0,top
TP1102,98.43602,-20.781088,0.0,top
TP1201,48.490641,93.557254,0.0,top
TP1202,52.540641,93.557254,0.0,top
TP1301,110.0,49.0,0.0,top
TP1302,110.05,43.15,0.0,top
TP1401,118.9,58.9,0.0,top
TP1402,119.0,47.15,0.0,top
TP1501,89.065754,107.182176,90.0,top
TP1502,93.065754,107.182176,90.0,top
U101,154.522577,44.041299,270.0,top
U301,122.900466,3.294351,180.0,top
U401,129.635,59.535,180.0,top
U402,128.635,54.035,90.0,top
U403,129.75,34.5735,90.0,top
U404,122.5875,34.5735,90.0,top
U601,97.09,33.7885,270.0,top
U602,100.0,35.7885,0.0,top
U603,98.05,39.2385,0.0,top
U701,124.697966,-5.105496,0.0,top
U801,120.045,-42.515,180.0,top
U901,104.400339,3.294504,270.0,top
U1001,85.6294,83.9347,180.0,top
U1002,96.275,84.0,270.0,top
U1003,122.144944,97.182394,90.0,top
U1101,106.95,-24.4625,180.0,top
U1201,54.438787,-1.936175,90.0,top
U1202,63.598826,2.896378,0.0,top
U1301,105.2875,53.701684,90.0,top
U1401,118.4,53.8,180.0,top
U1502,96.582873,99.122953,90.0,top
U1601,155.552559,31.196077,90.0,top
